60424
0,20.96625068999981,38,12
1,1.0061326100001082,43,13
2,3.4669792399998656,42,3
3,1.741466180000188,49,23
4,7.819171279999999,3,45
0,0,53.97543253,34,47
1,0,66.13020717,24,22
2,2,39.82123377,49,44
3,0,46.4333204,19,38
4,4,62.43058175,22,46
5,2,62.14055349,17,11
6,0,52.43116675,19,4
7,2,30.48448777,8,6
8,4,63.19785578,9,37
9,4,65.00367928,16,38
10,0,40.20336825,20,11
11,0,53.03976583,19,12
12,2,39.13247939,33,0
13,1,39.45690812,33,7
14,2,53.84443114,21,37
15,1,60.40913294,37,28
16,3,27.78076375,2,8
17,4,57.77286486,23,48
18,2,38.72179636,28,23
19,3,29.92408755,27,22
20,1,41.78571625,47,6
21,3,59.91115918,38,22
22,0,71.42208448,47,40
23,1,37.23961036,23,1
24,2,70.21473166,18,37
25,0,61.05026554,30,37
26,4,38.13617191,4,33
27,4,29.83002147,16,48
28,0,74.15296092,12,5
29,4,68.6532457,31,41
30,0,54.25835415,50,35
31,4,41.7880369,9,48
32,1,72.88165705,22,10
33,3,62.0133643,26,30
34,4,53.08761347,15,44
35,4,52.08494864,5,15
36,4,38.71047582,21,50
37,1,66.05341632,30,12
38,3,45.33453242,21,29
39,1,51.94608562,37,23
40,0,57.11814462,27,3
41,1,29.34726889,23,10
42,4,37.28002017,13,27
43,1,58.90934923,48,4
44,3,45.14508246,20,14
45,1,44.75870431,11,4
46,1,46.63929091,43,32
47,4,29.93133051,2,50
48,2,60.7690834,30,2
49,4,55.74063546,28,37
50,0,60.96696147,41,36
51,2,45.9393011,4,3
52,3,70.02856894,15,4
53,3,26.27681146,37,47
54,2,31.03872389,8,3
55,0,29.51140333,30,4
56,2,63.87594515,11,10
57,4,28.04976611,4,38
58,3,31.4973607,47,16
59,4,45.25994244,1,18
60,1,49.93687743,30,16
61,4,65.6434655,21,42
62,4,38.5524821,9,50
63,4,48.15325636,0,16
64,1,59.63813712,45,1
65,4,44.14228862,9,44
66,1,28.73871494,44,27
67,3,35.97663002,48,50
68,4,57.19809379,5,13
69,0,66.07952654,46,42
70,2,75.8473443,2,12
71,1,38.85647001,31,18
72,1,31.97506792,45,24
73,0,38.37311881,5,9
74,0,40.72933179,40,39
75,1,53.27408283,3,9
76,2,57.15314373,18,15
77,3,56.14106998,13,28
78,1,60.5787997,50,3
79,4,47.17876571,15,50
80,2,55.93567156,25,5
81,0,67.70113184,25,40
82,1,32.56142196,32,9
83,4,55.75694271,18,28
84,2,59.68412189,43,14
85,2,30.57764452,43,39
86,3,56.03511409,29,22
87,0,38.69411298,21,27
88,2,64.25056806,18,33
89,3,74.82543524,11,38
90,0,34.78697213,16,41
91,4,46.65642768,21,44
92,4,60.03957103,19,40
93,2,29.26065385,37,35
94,4,70.68631843,10,47
95,3,74.53947279,0,34
96,4,46.25506287,10,39
97,2,33.30314048,30,31
98,3,70.41480105,47,50
99,0,39.37298309,39,43
100,1,64.25603513,39,19
101,1,66.45865072,33,11
102,3,38.3766668,24,18
103,3,26.65336877,42,47
104,2,32.63123071,18,32
105,2,68.63304898,5,37
106,2,62.33504063,29,30
107,0,41.71675352,34,50
108,1,51.84271486,44,33
109,0,29.90737428,28,3
110,0,58.40033018,3,7
111,2,38.50460131,7,25
112,1,37.81128037,28,15
113,1,73.40226925,46,38
114,1,33.56390131,38,21
115,0,33.96614241,26,37
116,0,63.30973309,15,46
117,0,26.81272998,39,35
118,2,47.29043731,21,11
119,4,54.40644245,1,24
120,0,67.12368936,20,3
121,1,39.85726456,31,15
122,3,29.43663895,9,23
123,0,41.46231813,42,40
124,1,69.53106382,38,18
125,1,72.11411933,27,13
126,2,41.23924682,34,8
127,0,33.61818802,16,3
128,3,44.9319234,20,34
129,3,50.53984719,38,24
130,3,63.13649746,30,25
131,3,38.24420236,50,49
132,3,76.1538049,24,30
133,0,43.28587772,4,5
134,2,60.8375359,29,7
135,3,29.1671214,36,41
136,1,43.0013272,42,34
137,2,70.34144168,19,3
138,3,52.07076394,24,24
139,3,63.12900053,24,36
140,3,29.86780761,4,0
141,2,66.97873982,19,33
142,2,42.32972013,22,14
143,2,30.41692196,37,6
144,3,74.26615041,33,24
145,1,49.16852893,39,14
146,4,71.35472201,21,48
147,3,66.78438663,22,17
148,3,56.65609954,26,27
149,4,26.19979919,10,27
