,47257,47257,47257,47257,47257,47257,47257,47257,47257,47257,47257,,,,,,,,,,,
0,45574,45574,45574,45574,45574,45574,45574,45574,45574,45574,45574,,,,,,,,,,,
1,43081,42496,43180,42433,42199,42523,42676,42487,42379,42172,"42562,6",,,,,,,,,,,
2,43081,42496,42892,42433,42199,42523,42676,42415,42379,42172,"42526,6",,with HC,no HC,,,,,,,,
3,43081,41857,42370,42433,42199,42487,42676,42415,42379,42172,"42406,9",,47257,59884,,,,,,,,
4,42415,41857,42370,42433,42199,42487,42469,42415,42379,42172,"42319,6",,45574,49048,,,,,,,,
5,42415,41857,42370,42100,42199,42487,42469,42415,41839,42172,"42232,3",,"42562,6","43789,3",,,,,,,,
6,42217,41857,42370,42100,42199,42487,42469,42379,41839,42172,"42208,9",,"42526,6","42938,8",,,,,,,,
7,42217,41857,42370,42100,42055,42487,42469,42379,41839,42172,"42194,5",,"42406,9","42511,3",,,,,,,,
8,42217,41857,42370,42100,42055,42487,42469,42379,41839,42172,"42194,5",,"42319,6","42245,8",,,,,,,,
9,42217,41857,42370,42100,42055,42487,42469,42379,41839,42172,"42194,5",,"42232,3","42173,8",,,,,,,,
10,42217,41857,42370,42001,42055,42487,42469,42379,41839,42172,"42184,6",,"42208,9","41998,3",,,,,,,,
11,42217,41857,42334,42001,42055,42487,42469,42379,41839,42172,42181,,"42194,5","41829,1",,,,,,,,
12,42217,41857,42334,42001,42055,42487,42469,42379,41839,42172,42181,,"42194,5","41611,3",,,,,,,,
13,42001,41857,42334,42001,42055,41956,42388,42379,41839,42172,"42098,2",,"42194,5","41443,9",,,,,,,,
14,42001,41857,42334,42001,42055,41956,42388,42379,41839,42172,"42098,2",,"42184,6","41311,6",,,,,,,,
15,42001,41857,42334,41749,42055,41956,42388,42379,41839,42172,42073,,42181,"41260,3",,,,,,,,
16,42001,41857,42334,41749,42055,41956,42388,42379,41839,42172,42073,,42181,"41204,5",,,,,,,,
17,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,"42098,2","41204,5",,,,,,,,
18,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,"42098,2","41102,8",,,,,,,,
19,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,42073,"41102,8",,,,,,,,
20,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,42073,"41083,9",,,,,,,,
21,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,"42066,7","41083,9",,,,,,,,
22,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,"42066,7","41083,9",,,,,,,,
23,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,"42066,7","41066,8",,,,,,,,
24,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,"42066,7","41036,2",,,,,,,,
25,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,"42066,7","41036,2",,,,,,,,
26,42001,41857,42334,41749,42055,41893,42388,42379,41839,42172,"42066,7",,"42066,7","40983,1",,,,,,,,
27,42001,41857,42334,41749,42055,41893,42388,42244,41839,42172,"42053,2",,"42066,7","40970,5",,,,,,,,
28,42001,41857,42334,41749,42055,41893,42388,42244,41839,42172,"42053,2",,"42066,7","40970,5",,,,,,,,
29,42001,41857,42334,41749,42055,41893,42388,42244,41839,42172,"42053,2",,"42066,7","40932,7",,,,,,,,
